Tipo de dato;Partidas de gasto: Nivel 1;Partidas de gasto: Nivel 2;Partidas de gasto: Nivel 3;Periodo;Total
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M07;8.357
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M06;6.503
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M05;5.023
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M04;3.679
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M03;2.501
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M02;1.600
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2016M01;818
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M12;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M11;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en transporte internacional;2015M10;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M07;14.809
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M06;11.198
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M05;8.819
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M04;6.386
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M03;4.324
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M02;2.569
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2026M01;1.262
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M12;24.310
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M11;22.898
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M10;21.496
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M09;19.347
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M08;17.033
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M07;13.654
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M06;10.270
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M05;7.960
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M04;5.738
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M03;3.886
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M02;2.336
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2025M01;1.091
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M12;22.616
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M11;21.328
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M10;20.016
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M09;17.970
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M08;15.810
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M07;12.623
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M06;9.513
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M05;7.362
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M04;5.301
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M03;3.622
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M02;2.159
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2024M01;988
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M12;19.081
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M11;17.955
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M10;16.811
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M09;15.090
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M08;13.260
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M07;10.510
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M06;7.705
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M05;5.940
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M04;4.260
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M03;2.822
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M02;1.660
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2023M01;778
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M12;15.929
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M11;15.078
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M10;14.175
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M09;12.726
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M08;11.153
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M07;8.804
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M06;6.271
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M05;4.640
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M04;3.216
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M03;2.007
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M02;1.094
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2022M01;481
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M12;6.600
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M11;6.038
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M10;5.379
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M09;4.401
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M08;3.471
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M07;2.135
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M06;1.046
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M05;608
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M04;355
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M03;242
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M02;136
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2021M01;73
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M12;3.121
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M11;2.999
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M10;2.915
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M09;2.776
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M08;2.595
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M07;2.100
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M06;1.623
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M05;1.596
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M04;1.596
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M03;1.596
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M02;1.281
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2020M01;604
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M12;14.032
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M11;13.323
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M10;12.628
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M09;11.487
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M08;9.997
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M07;7.827
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M06;5.779
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M05;4.350
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M04;3.176
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M03;2.139
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M02;1.247
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2019M01;589
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M12;13.134
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M11;12.425
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M10;11.757
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M09;10.649
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M08;9.262
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M07;7.253
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M06;5.297
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M05;3.983
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M04;2.863
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M03;1.977
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M02;1.169
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2018M01;544
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M12;12.444
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M11;11.856
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M10;11.250
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M09;10.194
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M08;8.853
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M07;6.967
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M06;5.071
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M05;3.849
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M04;2.753
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M03;1.840
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M02;1.147
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2017M01;547
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M12;10.837
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M11;10.232
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M10;9.650
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M09;8.668
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M08;7.501
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M07;5.840
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M06;4.345
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M05;3.285
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M04;2.375
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M03;1.612
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M02;976
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2016M01;439
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2015M12;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2015M11;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en alojamiento;2015M10;""
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M07;13.013
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M06;10.290
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M05;8.175
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M04;6.074
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M03;4.085
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M02;2.485
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2026M01;1.257
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M12;21.632
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M11;20.310
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M10;18.961
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M09;16.937
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M08;14.821
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M07;12.325
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M06;9.789
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M05;7.695
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M04;5.776
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M03;3.914
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M02;2.376
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2025M01;1.168
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M12;20.242
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M11;18.959
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M10;17.642
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M09;15.761
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M08;13.764
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M07;11.389
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M06;8.930
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M05;7.029
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M04;5.186
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M03;3.573
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M02;2.169
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2024M01;1.081
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M12;17.232
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M11;16.060
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M10;15.000
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M09;13.397
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M08;11.656
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M07;9.532
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M06;7.395
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M05;5.785
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M04;4.256
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M03;2.814
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M02;1.728
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2023M01;863
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M12;13.961
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M11;13.098
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M10;12.220
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M09;10.884
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M08;9.454
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M07;7.756
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M06;5.950
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M05;4.568
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M04;3.264
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M03;2.054
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M02;1.212
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2022M01;540
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M12;6.007
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M11;5.414
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M10;4.780
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M09;3.799
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M08;2.912
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M07;1.918
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M06;1.007
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M05;599
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M04;346
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M03;230
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M02;136
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2021M01;82
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M12;3.264
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M11;3.147
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M10;3.067
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M09;2.894
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M08;2.711
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M07;2.280
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M06;1.833
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M05;1.806
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M04;1.806
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M03;1.806
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M02;1.468
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2020M01;723
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M12;13.878
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M11;13.121
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M10;12.346
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M09;11.144
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M08;9.659
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M07;7.878
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M06;6.134
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M05;4.727
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M04;3.534
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M03;2.427
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M02;1.450
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2019M01;741
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M12;13.679
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M11;12.874
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M10;12.134
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M09;10.976
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M08;9.531
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M07;7.797
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M06;6.038
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M05;4.660
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M04;3.412
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M03;2.356
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M02;1.428
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2018M01;721
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M12;13.626
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M11;12.897
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M10;12.158
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M09;11.008
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M08;9.542
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M07;7.730
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M06;5.888
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M05;4.530
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M04;3.276
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M03;2.205
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M02;1.387
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2017M01;682
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M12;12.009
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M11;11.286
Acumulado en lo que va de año;Gasto total;Gasto no incluido en paquete turístico;Gasto en manutención;2016M10;10.637
