Motivo del viaje;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
Otros;Gasto total;Dato base;2017;545,39
Otros;Gasto total;Dato base;2016;545,57
Otros;Gasto total;Tasa de variación anual;2025;31,79
Otros;Gasto total;Tasa de variación anual;2024;-6,01
Otros;Gasto total;Tasa de variación anual;2023;62,16
Otros;Gasto total;Tasa de variación anual;2022;97,77
Otros;Gasto total;Tasa de variación anual;2021;84,70
Otros;Gasto total;Tasa de variación anual;2020;-57,25
Otros;Gasto total;Tasa de variación anual;2019;-55,21
Otros;Gasto total;Tasa de variación anual;2018;92,93
Otros;Gasto total;Tasa de variación anual;2017;-0,03
Otros;Gasto total;Tasa de variación anual;2016;100,43
Otros;Gasto medio por persona;Dato base;2025;1.011
Otros;Gasto medio por persona;Dato base;2024;833
Otros;Gasto medio por persona;Dato base;2023;898
Otros;Gasto medio por persona;Dato base;2022;750
Otros;Gasto medio por persona;Dato base;2021;726
Otros;Gasto medio por persona;Dato base;2020;676
Otros;Gasto medio por persona;Dato base;2019;648
Otros;Gasto medio por persona;Dato base;2018;784
Otros;Gasto medio por persona;Dato base;2017;628
Otros;Gasto medio por persona;Dato base;2016;751
Otros;Gasto medio por persona;Tasa de variación anual;2025;21,44
Otros;Gasto medio por persona;Tasa de variación anual;2024;-7,33
Otros;Gasto medio por persona;Tasa de variación anual;2023;19,79
Otros;Gasto medio por persona;Tasa de variación anual;2022;3,24
Otros;Gasto medio por persona;Tasa de variación anual;2021;7,40
Otros;Gasto medio por persona;Tasa de variación anual;2020;4,41
Otros;Gasto medio por persona;Tasa de variación anual;2019;-17,36
Otros;Gasto medio por persona;Tasa de variación anual;2018;24,85
Otros;Gasto medio por persona;Tasa de variación anual;2017;-16,40
Otros;Gasto medio por persona;Tasa de variación anual;2016;14,92
Otros;Gasto medio diario por persona;Dato base;2025;164
Otros;Gasto medio diario por persona;Dato base;2024;145
Otros;Gasto medio diario por persona;Dato base;2023;150
Otros;Gasto medio diario por persona;Dato base;2022;158
Otros;Gasto medio diario por persona;Dato base;2021;126
Otros;Gasto medio diario por persona;Dato base;2020;93
Otros;Gasto medio diario por persona;Dato base;2019;111
Otros;Gasto medio diario por persona;Dato base;2018;125
Otros;Gasto medio diario por persona;Dato base;2017;114
Otros;Gasto medio diario por persona;Dato base;2016;93
Otros;Gasto medio diario por persona;Tasa de variación anual;2025;12,91
Otros;Gasto medio diario por persona;Tasa de variación anual;2024;-2,72
Otros;Gasto medio diario por persona;Tasa de variación anual;2023;-5,54
Otros;Gasto medio diario por persona;Tasa de variación anual;2022;25,87
Otros;Gasto medio diario por persona;Tasa de variación anual;2021;34,78
Otros;Gasto medio diario por persona;Tasa de variación anual;2020;-16,08
Otros;Gasto medio diario por persona;Tasa de variación anual;2019;-10,86
Otros;Gasto medio diario por persona;Tasa de variación anual;2018;9,86
Otros;Gasto medio diario por persona;Tasa de variación anual;2017;21,73
Otros;Gasto medio diario por persona;Tasa de variación anual;2016;0,89
Otros;Duración media de los viajes;Dato base;2025;6,15
Otros;Duración media de los viajes;Dato base;2024;5,72
Otros;Duración media de los viajes;Dato base;2023;6,01
Otros;Duración media de los viajes;Dato base;2022;4,74
Otros;Duración media de los viajes;Dato base;2021;5,78
Otros;Duración media de los viajes;Dato base;2020;7,25
Otros;Duración media de los viajes;Dato base;2019;5,83
Otros;Duración media de los viajes;Dato base;2018;6,28
Otros;Duración media de los viajes;Dato base;2017;5,53
Otros;Duración media de los viajes;Dato base;2016;8,05
Otros;Duración media de los viajes;Tasa de variación anual;2025;7,56
Otros;Duración media de los viajes;Tasa de variación anual;2024;-4,74
Otros;Duración media de los viajes;Tasa de variación anual;2023;26,81
Otros;Duración media de los viajes;Tasa de variación anual;2022;-17,98
Otros;Duración media de los viajes;Tasa de variación anual;2021;-20,32
Otros;Duración media de los viajes;Tasa de variación anual;2020;24,42
Otros;Duración media de los viajes;Tasa de variación anual;2019;-7,28
Otros;Duración media de los viajes;Tasa de variación anual;2018;13,65
Otros;Duración media de los viajes;Tasa de variación anual;2017;-31,33
Otros;Duración media de los viajes;Tasa de variación anual;2016;13,90
