table_id,table_name,dimension,dimension_value,indicador,tipo_dato,periodo,periodo_parsed,valor
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2017M01,2017-01,766.32
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M12,2016-12,915.22
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M11,2016-11,780.66
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M10,2016-10,1469.62
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M09,2016-09,1828.17
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M08,2016-08,2274.45
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M07,2016-07,2197.01
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M06,2016-06,1766.61
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M05,2016-05,1495.25
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M04,2016-04,1153.23
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M03,2016-03,924.02
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M02,2016-02,690.25
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2016M01,2016-01,608.99
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2015M12,2015-12,731.74
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2015M11,2015-11,659.06
10838,Gasto por país de residencia,País de residencia,Reino Unido,Gasto total,Dato base,2015M10,2015-10,1336.41
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M07,2026-07,1064.68
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M06,2026-06,627.35
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M05,2026-05,499.66
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M04,2026-04,666.15
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M03,2026-03,781.17
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M02,2026-02,594.42
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2026M01,2026-01,550.05
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2025M12,2025-12,627.41
10838,Gasto por país de residencia,País de residencia,Países Nórdicos,Gasto total,Dato base,2025M11,2025-11,654.04
